cs,yr,month,day,hour,tmin_open,tmax_open,tavg_open,rhmin_open,rhmax_open,rhavg_open,min_vp_open,max_vp_open,avg_vp_open,mean_wind,max_wind_speed,max_wind_time,mean_wind_vector,mean_wind_dir,std_dev_wind_dir,par,totalsolar
21,2022,1,1,1300,19.84,20.99,20.39,61.13,69.29,64.7,14.7,16.59,15.49,3.23,5.4,1245,2.09,245.8,48.23,413.2,23.42
21,2022,1,1,1400,20.01,21.13,20.6,61.54,68.88,65.23,15.1,16.74,15.82,3.78,6.78,1332,2.15,243.9,53.3,372,19.42
21,2022,1,1,1500,18.68,20.58,19.81,63.81,75.48,68.93,15.25,16.74,15.9,4.25,7.73,1442,2.65,254.3,49.66,227.9,12.66
21,2022,1,1,1600,17.66,19.71,18.87,67.26,85.3,73.97,15.37,17.37,16.09,3.67,5.8,1554,2.4,234.7,47.66,144.4,7.81
21,2022,1,1,1700,18.89,19.77,19.29,66.24,74.19,70.38,15.01,16.39,15.73,2.75,4.71,1619,1.04,240.9,63.81,69.44,3.58
21,2022,1,1,1800,18.72,19.57,19.24,68.34,73.1,70.12,15.35,16.09,15.63,2.88,4.8,1707,1.39,244.9,58.21,8.79,0.42
21,2022,1,1,1900,16.58,18.86,17.89,71.2,93.8,81.7,15.43,17.84,16.68,1.48,2.79,1825,0.64,214.7,61.02,0,0
21,2022,1,1,2000,16.44,17.74,16.85,85.2,97.4,93.6,17.07,18.39,17.94,1.9,5,1907,0.8,256.2,61.65,0,0
21,2022,1,1,2100,16.72,17.6,17.07,88.1,96.2,92.9,17.42,18.41,18.07,2.08,3.73,2005,0.96,259.1,59.38,0,0.02
21,2022,1,1,2200,16.44,17.46,17.01,89,97,93,17.5,18.45,18.03,2.24,4.74,2158,0.88,193.6,63.2,0,0.03
21,2022,1,1,2300,16.44,17.74,16.99,86.1,96,92.1,17.38,18.15,17.83,2.32,5.67,2225,1.16,247,57.25,0,0
21,2022,1,1,2400,16.44,18.72,17.33,76.91,95.4,88.1,16.5,18,17.4,2.9,5.25,2342,1.86,245,48.52,0,0
21,2022,1,2,100,16.31,17.87,16.93,83.4,96.8,91.6,16.84,18.23,17.64,2.11,3.83,9,0.87,216.9,62.04,0,0
21,2022,1,2,200,16.31,18.69,17.64,79.97,96.6,87.4,17.16,18.11,17.6,3.05,6.43,128,1.69,266.5,54.04,0,0
21,2022,1,2,300,16.51,17.87,17.09,85.5,96.7,92.4,17.32,18.38,18,1.77,4.38,213,0.65,171.3,64.34,0,0
21,2022,1,2,400,15.42,17.29,16.26,81.8,97.4,88.7,15.33,18.45,16.39,2.23,4.67,303,0.91,298,62.38,0,0
21,2022,1,2,500,14.81,16.34,15.47,82.6,92.8,88.3,15.11,15.96,15.5,1.82,4.42,408,0.8,301,60.66,0,0.02
21,2022,1,2,600,13.32,15.22,14.08,84.1,97.5,91.3,13.55,15.65,14.66,1.65,3.35,509,0.69,29.92,61.95,0,0.02
21,2022,1,2,700,12.84,13.59,13.06,89.1,98.4,95.5,13.68,14.71,14.35,1.22,1.98,613,0.95,32.84,38.19,0,0.01
21,2022,1,2,800,12.78,13.12,12.88,94.1,98.3,97,14,14.63,14.4,1,2.18,716,0.88,36.52,28.15,0.8,0.06
21,2022,1,2,900,12.71,13.05,12.88,95.9,99.2,97.7,14.24,14.79,14.51,0.52,1.18,857,0.36,26.18,44.72,35.59,1.89
21,2022,1,2,1000,12.84,13.63,13.13,96.6,99.5,98.2,14.36,15.5,14.83,0.41,0.99,908,0.16,332.7,63.15,92.4,4.7
21,2022,1,2,1100,13.42,14.2,13.87,92.5,98.9,96.4,14.69,15.85,15.27,0.4,1.18,1059,0.11,297.5,68.49,119.3,5.98
21,2022,1,2,1200,13.52,13.86,13.68,98.3,99.9,99.2,15.28,15.79,15.52,0.66,1.65,1156,0.08,310.3,75.67,67.3,3.12
21,2022,1,2,1300,13.21,13.66,13.42,97.7,99.8,98.9,14.89,15.56,15.22,0.69,1.54,1219,0.34,22.53,57.86,85.1,4.05
21,2022,1,2,1400,12.4,13.45,13.06,97.3,99.8,98.9,14.18,15.38,14.87,0.89,1.77,1303,0.52,10.12,52.02,59.29,2.84
21,2022,1,2,1500,12.57,13.11,12.76,98,99.8,99,14.38,14.89,14.59,0.54,1.5,1443,0.27,20.09,57.75,76.11,3.75
21,2022,1,2,1600,12.77,14.2,13.5,90.9,99.4,96,14.16,15.79,14.84,0.63,1.34,1528,0.21,255.1,66.47,162.8,9.19
21,2022,1,2,1700,13.11,13.83,13.42,86.1,97.2,95.1,13.51,15.22,14.63,0.45,1.28,1643,0.22,114.9,58.55,71.5,3.89
21,2022,1,2,1800,12.16,13.11,12.65,95,97.7,96.7,13.73,14.55,14.15,0.34,0.88,1725,0.06,45.5,73.19,8.29,0.47
21,2022,1,2,1900,11.56,12.09,11.75,90.5,97.6,93.9,12.45,13.68,12.95,0.56,0.92,1828,0.53,13.2,18.86,0,0.01
21,2022,1,2,2000,10.94,11.79,11.31,88.8,96.3,92.8,12.06,12.77,12.43,0.36,0.84,1940,0.25,29.64,45.58,0,0.01
21,2022,1,2,2100,11.01,11.62,11.26,91.8,97.6,95.1,12.3,12.99,12.69,0.4,1.04,2022,0.19,34.09,58.45,0,0.02
21,2022,1,2,2200,10.94,11.35,11.12,94.8,98.4,97.1,12.62,13.03,12.83,0.41,0.91,2122,0.25,62.76,50.55,0,0.01
21,2022,1,2,2300,10.81,11.15,10.99,97.3,99.6,98.6,12.66,13.14,12.92,0.79,1.96,2212,0.18,297,71.4,0,0
21,2022,1,2,2400,10.33,11.42,10.77,86.7,99.2,95.7,11.64,12.82,12.36,0.97,2.54,2323,0.04,10,79.13,0,0
21,2022,1,3,100,10.13,10.4,10.23,98.9,99.8,99.5,12.33,12.52,12.4,0.56,1.32,100,0.26,13.42,59.53,0,0
21,2022,1,3,200,9.31,10.26,9.9,99.6,99.8,99.7,11.67,12.46,12.15,0.82,1.84,158,0.18,192.4,71.65,0,0
21,2022,1,3,300,6.52,9.18,8.04,94.9,99.8,98.4,9.39,11.57,10.6,2.38,5.67,252,1.69,257.2,43.57,0,0
21,2022,1,3,400,3.95,6.53,5.26,90.6,97.8,95.1,7.6,9.48,8.45,3.68,6.23,341,3.07,251.5,33.05,0,0
21,2022,1,3,500,1.77,3.88,2.53,90.5,97.6,95.3,6.66,7.71,6.98,3.56,6.31,412,2.67,253.1,40.51,0.02,0.01
21,2022,1,3,600,0.61,1.84,1.28,93.9,98,96.4,6.09,6.73,6.46,2.81,4.48,552,1.99,250.7,43.82,0,0
21,2022,1,3,700,-0.24,0.71,0.13,94.1,99.1,97.1,5.8,6.13,5.99,1.85,5.47,621,1.43,253.2,38.52,0,0
21,2022,1,3,800,-0.95,0.07,-0.4,78.92,99.1,88.5,4.54,5.99,5.25,0.33,0.84,758,0.2,251.5,51.74,2.79,0.13
21,2022,1,3,900,-1.08,-0.71,-0.87,79.09,94.3,87.8,4.53,5.43,5.03,0.32,0.99,812,0.14,255.6,60.6,44.96,2.12
21,2022,1,3,1000,-1.05,-0.61,-0.88,82.3,95,91,4.71,5.5,5.21,0.28,0.28,901,0.14,186,57.6,75.28,4.62
21,2022,1,3,1100,-0.64,0.88,0.15,77.89,93.5,84.7,4.84,6.03,5.23,1.6,3.67,1033,0.7,167.9,60.53,329.1,21.74
21,2022,1,3,1200,-0.48,1.29,0.29,69.32,84.1,77.48,4.34,5.46,4.83,2.03,4.2,1123,1.3,260.1,48.65,765,41.13
21,2022,1,3,1300,0.92,2.35,1.58,57.55,79.29,66.8,4.04,5.34,4.57,2.14,4.64,1230,1.05,263.6,57.85,629.3,34.3
21,2022,1,3,1400,2.01,4.76,3.29,53.03,72.65,60.99,4.12,5.86,4.72,2.14,4.1,1307,1.36,251,48.85,582.5,28.99
21,2022,1,3,1500,4.28,5.81,4.9,44.28,64.82,54.21,3.83,5.77,4.69,1.53,2.51,1423,0.91,225,51.6,304.2,20.35
21,2022,1,3,1600,4.14,5.5,4.82,45.91,61.28,50.61,3.88,5.3,4.36,1.44,3.18,1559,0.62,170.1,61.3,303.2,17.96
21,2022,1,3,1700,2.04,4.76,3.8,46.32,69.8,54.12,3.74,5.22,4.33,1.11,2.86,1604,0.37,210.7,66.38,107.9,7.58
21,2022,1,3,1800,0.27,2.04,1.12,59.73,75.03,68.57,4.02,5.17,4.54,0.9,1.46,1725,0.64,49.67,43.6,10.89,0.43
21,2022,1,3,1900,-1.29,0.41,-0.38,68.16,84.7,76.79,4.21,4.76,4.56,0.73,1.42,1847,0.42,49.32,52.94,0,0
21,2022,1,3,2000,-2.17,-1.15,-1.67,82.2,91.7,87.5,4.62,4.99,4.73,0.51,1.3,1910,0.16,325.3,66.62,0,0
21,2022,1,3,2100,-2.71,-2.17,-2.46,90.4,94.7,92.3,4.57,4.79,4.71,0.4,0.92,2043,0.28,296.4,43.37,0,0
21,2022,1,3,2200,-3.05,-2.4,-2.8,91.6,96.8,94.9,4.66,4.83,4.72,0.53,0.95,2125,0.14,36.52,69.63,0,0
21,2022,1,3,2300,-3.39,-3.02,-3.26,95.8,97.6,96.8,4.58,4.77,4.65,0.49,1.07,2218,0.17,295.5,65.32,0,0
21,2022,1,3,2400,-3.83,-3.19,-3.49,96.6,98.1,97.2,4.48,4.68,4.59,0.29,0.61,2304,0.13,33.13,59.54,0,0
21,2022,1,4,100,-4.14,-3.56,-3.9,97.2,98.5,98,4.42,4.59,4.49,0.4,0.85,23,0.16,7.33,62.77,0,0
21,2022,1,4,200,-4.34,-3.97,-4.22,97.8,98.6,98.3,4.36,4.49,4.4,0.28,0.28,101,0.09,336.4,66.31,0,0
21,2022,1,4,300,-4.95,-4.07,-4.47,96.8,98.4,97.5,4.15,4.41,4.28,0.28,0.31,300,0.03,303.3,77,0,0
21,2022,1,4,400,-5.26,-4.89,-5.11,97.9,98.4,98.1,4.05,4.18,4.1,0.28,0.51,301,0.08,191.3,69.48,0,0
21,2022,1,4,500,-5.5,-5.02,-5.27,97.5,99.2,98.5,4,4.16,4.07,0.28,0.29,421,0.15,206.5,54.67,0,0
21,2022,1,4,600,-5.57,-5.29,-5.47,97.2,99,98,3.92,4.04,3.99,0.28,0.31,528,0.11,56.18,63.29,0,0
21,2022,1,4,700,-6.18,-5.36,-5.72,96.6,97.8,97.1,3.74,4.01,3.88,0.28,0.32,604,0.16,218,53.57,0,0
21,2022,1,4,800,-6.32,-6.04,-6.19,96.8,97.5,97.1,3.7,3.79,3.74,0.28,0.47,714,0,76.62,80.5,4.11,0.13
21,2022,1,4,900,-6.25,-5.36,-6.02,96.7,98.5,97.3,3.71,4.04,3.8,0.28,0.29,857,0.17,173,50.67,43.33,2.26
21,2022,1,4,1000,-5.43,-2.57,-4.31,98,99.8,98.9,4.01,5.02,4.4,0.66,1.56,948,0.27,189.8,62.43,167.2,10.68
21,2022,1,4,1100,-2.37,2.21,0.66,59.86,99,71.98,4.19,5.13,4.59,1.6,2.97,1019,0.92,126.9,52.91,305.7,20.18
21,2022,1,4,1200,2.25,3.61,3,51.63,69.73,59.06,4.06,5.15,4.47,1.53,2.87,1126,0.73,93.8,58.46,812,42.96
21,2022,1,4,1300,3.74,5.51,4.62,46.33,56.6,50.37,3.96,4.78,4.27,1.54,2.7,1234,0.92,151.5,51.62,629.4,34.08
21,2022,1,4,1400,5.3,6.15,5.68,42.11,59.99,49.06,3.8,5.47,4.49,1.89,3.35,1354,1.03,214.6,54.6,568.6,28.6
21,2022,1,4,1500,5.16,6.45,5.84,43.8,58.56,48.92,3.95,5.43,4.52,1.77,2.79,1422,1.12,198.9,49.35,312.6,20.53
21,2022,1,4,1600,4.48,5.84,5.24,42.71,54.62,46.88,3.67,4.98,4.16,1.77,2.81,1537,1.25,191.4,43.85,306.5,17.95
21,2022,1,4,1700,2.52,4.65,3.91,42.85,56.01,47.87,3.47,4.73,3.87,1.29,2.26,1634,0.79,179.6,50.21,107.1,7.64
21,2022,1,4,1800,1.22,2.45,1.81,47.24,59.73,52.43,3.43,4.02,3.65,1.11,2.82,1738,0.65,100.8,52.14,11.24,0.45
21,2022,1,4,1900,0.75,1.5,1.08,55.58,62.45,58.28,3.72,4.05,3.85,1.31,2.51,1837,0.95,75.44,42.46,0,0
21,2022,1,4,2000,0.27,1.09,0.61,58.1,69.46,64.8,3.8,4.37,4.13,1.42,2.89,1946,0.94,80.8,46.9,0,0
21,2022,1,4,2100,-0.13,0.62,0.16,68.03,74.03,71.67,4.32,4.53,4.43,1.27,2.67,2024,0.83,80.1,47.66,0,0
21,2022,1,4,2200,0.08,0.75,0.45,67.15,74.71,70.63,4.29,4.7,4.45,1.16,2.49,2105,0.62,95.2,55.16,0,0
21,2022,1,4,2300,0.62,1.09,0.79,66.53,73.88,69.12,4.29,4.76,4.47,1.26,2.1,2223,0.63,111.7,57.1,0,0
21,2022,1,4,2400,0.68,1.12,0.88,68.88,76.43,72.92,4.53,4.92,4.75,1.03,2.08,2304,0.23,165.3,71.58,0,0
21,2022,1,5,100,1.02,1.57,1.36,71.43,78.3,73.69,4.78,5.24,4.97,1.41,3.09,16,0.47,127.6,66.01,0,0
21,2022,1,5,200,1.19,1.57,1.37,74.8,80.3,77.35,4.99,5.39,5.22,1.32,2.26,148,0.96,41.51,42.4,0,0
21,2022,1,5,300,1.26,1.63,1.46,76.87,82,79.45,5.25,5.59,5.39,1.35,2.91,226,1.03,42.36,39.94,0,0
21,2022,1,5,400,1.19,1.8,1.56,76.46,81.7,79.4,5.13,5.64,5.43,1.31,2.25,301,1.1,36.27,32.23,0,0
21,2022,1,5,500,1.12,1.7,1.38,75.58,81.5,78.57,5.02,5.52,5.3,1.21,1.93,427,0.99,26.51,34.88,0,0
21,2022,1,5,600,1.43,1.74,1.57,77.89,84.7,81.1,5.35,5.74,5.55,1,1.8,519,0.59,31.26,52.31,0,0
21,2022,1,5,700,1.43,2.11,1.74,82.9,89,86.4,5.64,6.18,5.98,0.95,1.81,606,0.56,31.67,51.51,0,0
21,2022,1,5,800,1.02,1.84,1.42,87.2,92.1,89.7,5.93,6.22,6.07,0.7,1.17,759,0.44,19.94,49.86,4.02,0.17
21,2022,1,5,900,1.29,2.52,1.75,87.3,91.2,89.4,6.06,6.42,6.2,0.4,0.83,857,0.09,311.8,71.1,49.37,2.68
21,2022,1,5,1000,2.48,5.65,4.01,73.67,88.7,82,6.26,7.07,6.66,0.61,1.38,1000,0.27,180.8,61.09,192.2,10.81
21,2022,1,5,1100,5.71,8.52,7.2,57.53,76.26,66.08,6.03,7.28,6.69,1.08,2.17,1032,0.72,153.2,47.21,340.2,20.32
21,2022,1,5,1200,7.47,9.92,8.63,51.48,65.83,58.56,6.09,7.36,6.55,1.38,2.06,1116,1,157.3,42.91,771.9,40.44
21,2022,1,5,1300,9.37,11.28,10.31,46.79,59.37,51.62,6.05,7.34,6.46,1.35,2.25,1216,0.78,167.1,52.56,614.3,33.58
21,2022,1,5,1400,10.32,12.09,11.1,41.28,52.13,45.35,5.26,6.96,6,1.88,3.35,1345,0.47,233.7,70.08,580.8,28.6
21,2022,1,5,1500,10.19,11.28,10.55,41.96,51.14,45.66,5.38,6.51,5.81,2.03,3.98,1417,0.86,245.2,61.47,319.6,21.98
21,2022,1,5,1600,9.51,10.46,9.84,46.65,53.04,49.41,5.68,6.39,6,1.94,3.61,1518,1.17,280.8,50.98,305.3,18.09
21,2022,1,5,1700,8.09,9.75,9.16,48.83,55.02,50.97,5.68,6.32,5.91,1.67,3.29,1611,0.91,247,54.56,107.1,7.38
21,2022,1,5,1800,6.73,8.36,7.65,48.84,62.3,53.52,5.25,6.22,5.6,1.65,3.67,1710,0.55,250.9,66.28,11.92,0.53
21,2022,1,5,1900,7.01,7.93,7.43,44.9,55.64,48.41,4.78,5.57,4.99,1.38,2.59,1858,0.62,269.2,60.01,0.02,0
21,2022,1,5,2000,7.08,7.79,7.34,32.24,49.05,40.73,3.41,5.03,4.17,0.88,3.06,1910,0.53,323.3,50.71,0,0
21,2022,1,5,2100,7.35,8.1,7.77,24.01,35.24,28.06,2.54,3.64,2.96,0.88,1.64,2038,0.65,314.7,41.27,-0.02,0
21,2022,1,5,2200,6.19,7.79,7.25,21.56,30.41,23.99,2.2,2.93,2.44,0.72,1.38,2149,0.41,284.5,52.56,0,0
21,2022,1,5,2300,3.67,6.19,4.48,28.16,56.73,46.68,2.67,4.9,3.9,0.68,2.17,2254,0.32,33.32,58.96,0,0
21,2022,1,5,2400,3.47,4.9,4.1,52.72,62.65,55.8,4.23,5.07,4.57,0.58,1.61,2305,0.33,60.7,52.55,0,0
21,2022,1,6,100,2.25,3.78,3.07,57.35,65.03,60.85,4.43,4.79,4.63,0.34,0.67,31,0.23,11.5,45,0,0
21,2022,1,6,200,1.46,2.93,2.51,61.26,68.81,64.43,4.54,4.94,4.71,0.98,1.86,134,0.79,44.19,35.11,0,0
21,2022,1,6,300,1.09,1.7,1.4,64.56,72.52,68.76,4.34,4.9,4.65,0.57,1,207,0.44,335.2,38.43,0,0
21,2022,1,6,400,0.61,2.25,1.21,69.19,79.29,74.14,4.76,5.1,4.94,0.5,1.12,349,0.31,31.55,49.35,0,0
21,2022,1,6,500,1.26,2.04,1.61,71.16,80.1,75.48,4.96,5.4,5.18,0.78,1.24,402,0.6,44.6,38.91,0,0
21,2022,1,6,600,0.96,1.3,1.13,79.32,82.6,80.9,5.28,5.46,5.36,0.83,1.12,533,0.73,28.3,27.47,0,0
21,2022,1,6,700,0.21,0.96,0.49,81,85.7,83.5,5.14,5.4,5.28,0.53,1,700,0.32,322.3,51.07,0,0
21,2022,1,6,800,-0.33,1.16,0.34,81.2,88,84.9,5.08,5.42,5.31,0.72,1.08,721,0.37,348.6,56.95,4.1,0.17
21,2022,1,6,900,0.14,1.91,1.13,71.58,85.7,79.74,4.91,5.61,5.28,0.55,1.24,858,0.03,33.74,78.63,45.36,2.58
21,2022,1,6,1000,1.02,4.05,2.06,71.87,86.1,81.3,5.34,6.4,5.76,0.89,1.58,930,0.59,208.6,47.31,235.1,12.59
21,2022,1,6,1100,3.74,4.76,4.26,68.71,75.17,71.94,5.6,6.25,5.95,0.8,1.54,1003,0.36,203.1,60.31,215.5,12.15
21,2022,1,6,1200,4.12,4.73,4.38,70.88,77.14,74.16,5.82,6.47,6.19,0.75,1.21,1112,0.39,204.8,56.26,147.6,7.95
21,2022,1,6,1300,4.42,5.34,4.76,69.66,76.94,72.74,6.01,6.44,6.24,0.83,1.74,1234,0.44,242.5,55.99,197.8,10.56
21,2022,1,6,1400,3.67,6.19,5.18,39.18,74.69,61.81,3.69,6.44,5.43,1.12,2.63,1356,0.21,232,72.87,121.8,6.35
21,2022,1,6,1500,1.77,3.47,2.19,75.71,98.8,91.5,5.93,7.01,6.54,1.3,2.61,1431,0.7,272.1,55.2,103.4,5.29
21,2022,1,6,1600,2.11,2.79,2.42,88.5,98.5,95.2,6.38,7.22,6.92,1.18,2.22,1507,0.34,141.3,68.48,53.93,2.76
21,2022,1,6,1700,2.65,3.54,2.99,92.1,96.8,94.9,6.9,7.35,7.18,1.46,2.53,1648,0.69,159.2,58.73,29.75,1.55
21,2022,1,6,1800,3.27,4.59,3.69,93.8,99.8,98.2,7.33,8.42,7.82,1.45,2.3,1754,0.85,109.4,51.99,2.92,0.15
21,2022,1,6,1900,4.56,7.79,6.39,79.32,99.7,92.3,8.25,9.15,8.85,1.78,5.03,1849,0.5,220.8,68.62,0,0
21,2022,1,6,2000,4.69,7.14,5.89,82.5,93.5,87.3,7.34,8.85,8.1,1.95,4.32,1959,0.45,303.1,71.06,0,0.01
21,2022,1,6,2100,2.25,4.63,3.36,81,92.6,85.7,6.23,7.46,6.66,1.94,4.55,2005,0.24,195.2,75.92,0,0
21,2022,1,6,2200,0.2,2.18,1.12,79.93,97.4,92.6,4.98,6.68,6.14,1.25,3.14,2155,0.28,202.2,71.27,0,0
21,2022,1,6,2300,-0.75,0.2,-0.36,77.21,90.9,85.1,4.62,5.51,5.06,1.3,3.61,2211,0.7,229.8,55.19,0,0
21,2022,1,6,2400,-1.56,-0.61,-1.08,78.16,88.6,83.9,4.46,5.05,4.74,0.28,0.28,2301,0.11,193.7,62.51,0,0
21,2022,1,7,100,-2.31,-1.49,-1.91,77.02,87.5,81.7,3.97,4.59,4.34,0.28,0.28,1,0.14,130.2,57.38,0,0
21,2022,1,7,200,-2.92,-2.14,-2.66,74.48,85.6,80,3.73,4.29,4.02,0.28,0.28,101,0.11,194.5,62.57,0,0
21,2022,1,7,300,-3.05,-2.57,-2.78,62.5,80.9,72.47,3.11,4.05,3.61,0.28,0.28,201,0.23,257,33.43,0,0
21,2022,1,7,400,-3.32,-2.85,-3.11,58.52,70.77,62.12,2.83,3.44,3.02,0.28,0.28,301,0.22,259.7,37.53,0,0
21,2022,1,7,500,-3.46,-2.85,-3.19,58.46,73.43,63.91,2.85,3.54,3.08,0.28,0.28,401,0.2,268.1,43.63,0,0
21,2022,1,7,600,-5.19,-3.25,-4.25,62.47,84.7,76.94,2.99,3.65,3.43,0.28,0.28,501,0.03,239.8,76.97,0,0
21,2022,1,7,700,-6.04,-5.09,-5.69,74.65,86.3,82.1,3.01,3.49,3.29,0.28,0.28,601,0.09,53.66,67.01,0,0
21,2022,1,7,800,-6.45,-5.91,-6.33,81.7,88.8,84.9,3.1,3.38,3.24,0.28,0.28,701,0.18,357.3,49.23,5.52,0.26
21,2022,1,7,900,-6.38,-5.09,-5.74,70.84,90,80.2,2.85,3.56,3.19,0.28,0.28,801,0.12,180.1,60.71,68.26,3.73
21,2022,1,7,1000,-5.16,-4.75,-4.97,65.06,78.02,71.36,2.74,3.33,3.01,0.28,0.28,901,0.2,194.8,42.44,147.7,7.85
21,2022,1,7,1100,-4.82,-2.44,-3.89,58.04,71.32,64.35,2.65,3.3,2.95,0.59,1.82,1053,0.45,209.4,39.29,279.2,16.36
21,2022,1,7,1200,-2.44,-0.34,-1.05,37.76,66.61,55.63,2.23,3.63,3.14,1.31,2.25,1139,0.77,240.6,52.04,780.1,41.64
21,2022,1,7,1300,-0.51,1.19,0.25,35.17,51.77,41.59,2.1,3.41,2.59,1.6,2.67,1214,0.61,226.8,63.82,596.4,33.82
21,2022,1,7,1400,0.14,1.97,1.27,34.15,45.37,39.08,2.21,3.09,2.62,1.71,3.41,1302,0.89,239.6,55.87,625,28.93
21,2022,1,7,1500,1.22,2.65,1.86,26.63,47.48,35.1,1.81,3.29,2.45,1.46,2.4,1457,0.66,251.2,59.83,306.7,22.78
21,2022,1,7,1600,1.19,2.42,1.77,25.31,42.72,30.87,1.72,3.08,2.15,1.5,2.98,1516,0.33,257.5,71.7,306.4,18.52
21,2022,1,7,1700,0,2.65,1.4,27.76,40.44,33.23,1.83,2.65,2.24,0.89,1.69,1639,0.33,167,64.47,106.4,7.41
21,2022,1,7,1800,-1.5,-0.07,-0.79,32.18,48.23,40.36,1.94,2.68,2.32,0.62,1.26,1718,0.5,38.46,36.55,13.02,0.59
21,2022,1,7,1900,-2,-1.5,-1.74,44.22,54.91,48.76,2.39,2.92,2.62,0.57,0.88,1845,0.32,356,53.47,0,0
21,2022,1,7,2000,-2.24,-1.76,-2.01,43.82,58.04,50.11,2.31,3.04,2.64,0.45,1.01,1914,0.25,42.88,53.51,0,0
21,2022,1,7,2100,-2.3,-1.83,-2.11,39.74,51.17,45.34,2.11,2.64,2.37,0.33,0.72,2015,0.2,359.2,51.8,0,0
21,2022,1,7,2200,-3.49,-2.3,-3,48.59,69.61,62.17,2.51,3.38,3.04,0.51,0.76,2133,0.14,63.96,69.3,0,0
21,2022,1,7,2300,-4,-3.39,-3.57,61.86,76.96,67.77,2.91,3.52,3.18,0.5,0.87,2240,0.17,20.6,65.92,0,0
21,2022,1,7,2400,-4.14,-3.9,-4.05,61.04,74.86,68.59,2.77,3.38,3.11,0.31,0.59,2305,0.23,346.5,42.44,0,0
21,2022,1,8,100,-4.48,-4,-4.32,64.58,74.04,70.42,2.94,3.26,3.13,0.36,0.75,33,0.16,48.24,60.67,0,0
21,2022,1,8,200,-5.06,-4.41,-4.69,67.95,80.4,72.88,2.96,3.4,3.15,0.45,0.87,103,0.16,53.62,65.43,0,0
21,2022,1,8,300,-5.26,-5.02,-5.14,72.27,77.1,74.91,3.02,3.24,3.12,0.39,0.67,244,0.26,2.33,46.95,0,0
21,2022,1,8,400,-5.36,-4.99,-5.22,71.52,80.5,75.78,2.98,3.32,3.14,0.44,0.87,312,0.24,351.2,54.98,0,0
21,2022,1,8,500,-5.57,-5.16,-5.39,73.87,81.2,78.25,3.06,3.31,3.2,0.44,0.83,425,0.34,22,38.95,0,0
21,2022,1,8,600,-5.5,-5.06,-5.33,73.94,81.7,77.58,3.06,3.35,3.19,0.36,0.79,523,0.15,349,61.99,0,0
21,2022,1,8,700,-5.77,-5.23,-5.51,77.17,85.1,82.1,3.18,3.42,3.33,0.28,0.28,601,0.08,357.2,69.34,0,0
21,2022,1,8,800,-5.77,-5.29,-5.57,78.67,86.2,82.6,3.19,3.48,3.33,0.29,0.65,754,0.16,31.16,54.42,4.41,0.16
21,2022,1,8,900,-5.67,-3.87,-5.17,69.11,88.2,83.9,3.06,3.7,3.49,0.52,1.16,849,0.12,179.2,71.04,45.28,2.46
21,2022,1,8,1000,-3.9,0.28,-2.18,49.74,81.6,70.19,2.94,4.05,3.62,0.67,1.76,944,0.29,165.5,60.73,199.2,12.63
21,2022,1,8,1100,0.07,3.27,1.84,36.8,51.97,44.88,2.79,3.52,3.12,1.19,2.01,1053,0.78,150.8,47.36,384.9,19.77
21,2022,1,8,1200,3.19,4.31,3.66,34.28,45.03,38.85,2.76,3.74,3.08,1.65,2.67,1143,1.08,163.1,47.68,795.6,42.75
